Title,Company,CompanyRating,Location,Salary
Barista,Seven Grams Caffe,3.0,"New York, NY ",$24 - $26 an hour
"Campus Security Officer - New York, NY",Securitas Inc.,3.2,"New York, NY ",$17 an hour
Sales Associate,Paste,,"New York, NY ",
3rd Shift Temp Custodian at LaGuardia Airport,Diverse Facility Solutions Inc,3.2,"Flushing, NY ",$18.81 an hour
Human Resources Manager,The Rosen Group,4.0,"Bronx, NY ","$100,000 - $105,000 a year"
Customer Success Manager (REMOTE),Cyware,,"New York, NY ",
Associate Social Media Manager,Conde Nast,4.0,"New York, NY ",
3D Real Estate Photographer,Class Valuation,,"Saint George, NY ",
Housing Eligibility Specialist,"Settlement Housing Fund, Inc.",,"New York, NY ",
"Seasonal Operations Associate - Men's, Part Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $20.50 an hour
Murray Hill Restaurant Team-$17-19 Starting + $2-3/hr TIPS!,DIG,3.5,"New York, NY ",$17 - $19 an hour
Receptionist/Administrator,Interaudi Bank,4.5,"New York, NY ","$50,000 a year"
"Executive Assistant bilingual (English/Spanish) NY,NY",NY Apple One jobs,,"New York, NY ",$42 an hour
Dental Receptionist,Metropolitan Dental Arts PC,,"Brooklyn, NY ",$20 - $33 an hour
Content Creator,Free Agency,,"New York, NY ",
Housekeeping Manager,The Standard Hotel,4.0,"New York, NY ","$63,000 - $68,000 a year"
Operations Associate,Level,4.2,"New York, NY ",
Ice Cream Order Picker,Van Leeuwen Ice Cream LLC,3.4,"Brooklyn, NY ",$18 - $20 an hour
"Busperson - Flip Restaurant, Part Time: 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15.00 - $29.30 an hour
Freelance Videographer,The TMezz Creative Group,,"New York, NY ",$500 a day
Shakers (Preparing our World Famous Crazy Shakes) @ SOHO NYC!,Black Tap Craft Burgers & Beer,,"New York, NY ",$16 - $18 an hour
School Administrator,Sunshine Learning Center,,"New York, NY ","$50,000 - $85,000 a year"
Registration Supervisor,The Brooklyn Hospital Center,3.7,"Brooklyn, NY ",
Overnight Server,Soho Diner at The Soho Grand Hotel,,"New York, NY ",$15 an hour
NYC - Security Operation Center (SOC) Operators,Doyle Security Services,3.4,"New York, NY ",$24 an hour
Health Center Assistant Administrator,"Health Center, Inc.",4.0,"New York, NY ","$90,000 a year"
"Assistant, People & Culture (Human Resources)",Beam Living (A Blackstone Portfolio Company),,"New York, NY ",$27 - $31 an hour
Retail Cashier & Sales Floor Support - Union Square Rack,Nordstrom,3.8,"New York, NY ",$16.80 - $17.50 an hour
Legal Assistant,"Haworth Barber & Gerstman, LLC",,"New York, NY ","$45,000 - $50,000 a year"
Plastic Surgery Secretary,Day Plastic Surgery,,"Brooklyn, NY ",$22 an hour
Facilitator (Part-Time) - Staten Island Abusive Partner Intervention Program (APIP),EAC Network,3.6,"Staten Island, NY ",$25 an hour
fufillment packer,Wrap and Send,,"Long Island City, NY ",$16.00 - $16.50 an hour
Construction Worker,LORH Design & Restoration,,"New York, NY ",$25 - $40 an hour
Paralegal,"Weisfuse & Weisfuse, LLP",,"New York, NY ","$60,000 - $70,000 a year"
Tutor in Manhattan Valley Grade Potential From ABCs to PhDs,Grade Potential Tutoring,4.0,"Manhattan, NY ",$18 - $30 an hour
EXPERIENCED FINE DINING RESTAURANT*,Chef David Burke,,"New York, NY ",
Temp - RCMH,Madison Square Garden Entertainment,3.9,"New York, NY ",
Hotel Painter,Think Outsourcing LLC,,"New York, NY ",$23 - $25 an hour
Flagger/Traffic Control,FLAGGERS AHEAD,,"Queens, NY ",$25.00 - $31.25 an hour
Coordinator of eCommerce Customer Service,Bond No. 9 New York,,"New York, NY ",
Central Sterile Tech (000418),eTeam Inc.,,"Brooklyn, NY ",$50.00 - $55.14 an hour
Front Desk Attendant,Project Renewal,3.4,"Bronx, NY ",
Seasonal Cashier Associate,Williams-Sonoma,3.4,"New York, NY ","$1,000 - $1,500 a month"
Cashier/Barista,Life Time,3.5,"New York, NY ",$17 - $19 an hour
Front Desk Associate (Opening Shift) - Williamsburg,Blink Fitness,3.3,"Brooklyn, NY ",
Claims Adjuster - Auto Estimator,Progressive,3.6,"Queens, NY ","$72,000 - $77,000 a year"
Application Development Specialist Levels 1-6,Metropolitan Transportation Authority,4.0,"Manhattan, NY ",
Director of Student Support Services,Confidential,,New York State ,
Overnight Stock Associate,Gap Factory,3.8,"Jackson Heights, NY ",$16 - $17 an hour
Delivery Driver,FedEx Express,3.7,"New York, NY +1 location",$22.45 an hour
Part Time Retail Sales Consultant,AT&T,3.7,"New York, NY +3 locations",
Front Desk Agent,"Marriott International, Inc",4.1,"New York, NY +3 locations",
Receptionist,"H.O. Penn Machinery Company, Inc.",3.6,"Bronx, NY ",$18 - $24 an hour
Conference Center Booking Coordinator,Restaurant Associates,3.8,"New York, NY ",$20 - $23 an hour
Salad and Sandwich Maker,Panera Bread,3.4,"New York, NY ",
Ticket Sales Associate,Swiss Post Solutions,3.2,"New York, NY ",$18 an hour
Warehouse Assistant,FreshDirect,3.2,"Bronx, NY ",
Data Entry Clerk,"Talenthub Workforce, Inc.",3.7,"New York, NY ",$25 an hour
Bakery Associate - FOH,Sprinkles Cupcakes,3.1,"New York, NY ",$17 - $20 an hour
Facilities Assistant Director,Crothall Healthcare,,"New York, NY ","$115,000 - $125,000 a year"
Park and Recreation Aide 5,"Parks, Recreation & Historic Preservation, Office of",,"Long Island City, NY ",$18.71 an hour
Project Manager - Minors & Programs,Foot Locker,3.9,"New York, NY ",
Part-time Receptionist,3-D CONSTRUCTION,3.8,"New York, NY ",$16 an hour
Data Entry Assistant,LENDBUG,,"New York, NY ","$40,000 - $55,000 a year"
Security Guard ( F02 or F80 REQUIRED),Churchgate Protective Services,4.1,"New York, NY ",$17 - $19 an hour
Receptionist/Law Clerk,"The Hamel Law Firm, P.C.",,"New York, NY ","$30,000 - $40,000 a year"
Driver - JFK John F. Kennedy Airport - part-time,Smarte Carte,3.4,"Jamaica, NY ",$20 an hour
CONSTRUCTION LABORER / HELPER,"Lawrence Glass, Inc",,"Brooklyn, NY ",$15 - $35 an hour
Banquet Server (Part Time),The Garden City Hotel,3.6,"Garden City, NY ",$23 - $30 an hour
Executive Assistant,Parsley Health,,"New York, NY ",
Spanish-speaking Lead Patient Care Coordinator,HouseCalls Home Care,,"Brooklyn, NY ",
HHA - Up to $19.09 + $1000 SIGN ON BONUS,Quality Healthcare,3.9,"Manhattan, NY ",$15 - $20 an hour
"Entry Level Kitchen Position, NoHo",DIG,3.5,"New York, NY ",$16 - $18 an hour
SECURITY OFFICER - $18/HR,Alliance Building Services,3.3,"New York, NY ",$18 an hour
Research Associate,"Columbia University, Center on Global Energy Policy",,"New York, NY ",
Front Desk Receptionist,Accident Lawyers of NY,,"Brooklyn, NY ",
Warehouse Associate,Van Leeuwen Ice Cream LLC,3.4,"Brooklyn, NY ",$17 - $19 an hour
Office worker/Customer Service,san consulting,,"New York, NY ","$50,000 - $60,000 a year"
Maintenance Worker (Manhattan),"HOMES FOR THE HOMELESS, INC",,"New York, NY +1 location",
Cashier/Line Server/Grill,Chipotle Mexican Grill,3.5,"New York, NY ",
Marketer - Home Care,Americare Inc.,4.0,"Brooklyn, NY ","$70,000 - $90,000 a year"
Entry Level Fundraiser,DialogueDirect,3.5,"New York, NY ",$20 - $25 an hour
RIA Market Consultant,Zacks Investment Research Inc,3.3,"New York, NY ","$100,000 - $120,000 a year"
Asset Protection Coordinator - Manhattan North,Old Navy,3.6,"New York, NY +1 location",$23 - $28 an hour
Driver/Delivery Driver,Strega Provisions,,"Brooklyn, NY ",
Customer Service / Cashier,Petco,3.3,"Brooklyn, NY ","$1,500 - $2,000 a month"
Casual Warehouse Package Handler Evening,FedEx Express,3.7,"New York, NY ",$18 an hour
Crumbl Cookies Overnight Baker NYC,Crumbl Cookies NYC,,"New York, NY ",
Executive Assistant - Office of the Deputy Mayor for Strategic Initiatives,NYC Mayors Office,,"New York, NY ","$75,000 - $95,000 a year"
Kitchen Designer/Sales,Bakes & Kropp Fine Cabinetry,4.4,"New York, NY ","$65,000 - $200,000 a year"
Lifeguard (Part-time/per-diem),Lenox Hill Neighborhood House,3.6,"New York, NY ",
ICHIRAN RAMEN PRODUCTION FACILITY STAFF,ICHIRAN USA,3.0,"Brooklyn, NY ",$17 an hour
Environmental Inspector (Asbestos Inspector and/or Mold Assessor Preferred),RTK Environmental Group LLC,,"Floral Park, NY ",
Care Coordinator,FreedomCare,4.3,"Lake Success, NY ",
Concierge (Part-time),AvalonBay Communities,3.8,"New York, NY +1 location",$24 - $26 an hour
"Dari, Pashto, Afghani Interpreters - New York, NY",Translation & Interpretation Network,,"New York, NY ",$30 - $55 an hour
"Medical Assistant, Full Time",Mobile Health,3.1,"New York, NY +2 locations",$19.50 - $23.00 an hour
Seasonal Part-time Order Processing and Fulfillment,The Container Store Inc.,3.8,"New York, NY ",$17 - $19 an hour
Program Assistant,Acacia Network,3.0,"Bronx, NY ",$24.72 an hour
Camera Operator/Editor,Broadway Across America,4.2,"New York, NY ","$65,000 - $75,000 a year"
Dock Worker Hiring Event,Ramsey Mediaworks for A. Duie Pyle,,"Bronx, NY ",$21.25 - $25.95 an hour
Maintenance Apprentice,UNITED PARCEL SERVICE,3.7,"New York, NY ",
Paralegals,Sullivan & Cromwell,3.9,"New York, NY ",
Production Coordinator,MTV,3.9,"New York, NY ",
Laboratory Assistant **REPOST**,NYC Health + Hospitals,3.8,"New York, NY ",
Dental Assistant,Eastside Orthodontics,,"New York, NY ",$23 an hour
"Public Adjuster | Field Adjuster, Desk Adjuster, Claims Adjuster","Claimly Public Adjustment, LLC",,"New York, NY ",$55 - $75 an hour
Barista,The Mark Hotel,4.0,"New York, NY ",$950 a week
Overnight Team Manager - Bellevue Hospital,Panera Bread,3.4,"New York, NY ",
Assistant Site Manager,CityMD,,"New York, NY ",
Warehouse Specialist( picker-packer),MaxAroma.com,,"Long Island City, NY ",$16 - $18 an hour
Messenger / Office Assistant,Classique Creations,,"New York, NY ","$35,000 - $40,000 a year"
Doorman/Porter - 2 part time positions available - do not call office pls,Caprice Management,,"New York, NY ",$17 - $18 an hour
Server/Busser,Joe's Home of Soup Dumplings,,"New York, NY ",$20 - $35 an hour
Cargo Agent (Customer Service Agent) - JFK,Delta,4.2,"New York, NY ",$19.04 an hour
Floor Manager,Scarpetta NoMad,,"New York, NY ",
Retention Specialist (Bilingual Spanish),FreedomCare,4.3,"Lake Success, NY ",
Assistant Building Manager/Superintendent,TF Cornerstone,3.9,"New York, NY ",
Hotel Concierge,Aman New York,,"New York, NY ",$25 - $32 an hour
Member Services Representative,Planet Fitness - PFNY/ PFCali,3.4,"Brooklyn, NY +27 locations",
Restaurant Team Member,Potbelly | Potbelly Corporate,,"New York, NY +1 location",
Vacation Sales Representative,Hilton Grand Vacations,3.7,"New York, NY ","$80,000 - $150,000 a year"
Security Guard,Foot Locker,3.9,"New York, NY ",
Care Navigation Supervisor - Remote in New York and/or New Jersey,UnitedHealth Group,3.6,"New York, NY ",
Part Time Sales Associate - New York,Mars,3.8,"New York, NY ",
Sales Associate,Ray-Ban,,"New York, NY ",
Registration Associate,CarePoint Health,3.4,"Jersey City, NJ ",
Experienced Handyperson for Luxury Residential Building,TF Cornerstone,3.9,"New York, NY ",
"Commission Sales Associate - CHANEL Shoes, Full Time: 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15 - $30 an hour
"Office Assistant, Saks New York",Chanel,4.1,"New York, NY ",
Records and Data Entry Associate—Full Time/Hrly,LSI,3.5,"New York, NY ",$18 - $22 an hour
"Administrative Assistant, Marketing",Sony Music Entertainment US,4.3,"New York, NY ",
American Girl Personal Shopper (Seasonal),Mattel,4.0,"New York, NY ",
"Max Mara Weekend Sales Associate, Full Time: 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15 - $30 an hour
Part-Time Teacher (K-8),Catapult Learning,3.6,"Bronx, NY ",$48 - $53 an hour
Associate Account Analyst,Liberty Mutual Insurance,3.6,"New York, NY ","$55,000 - $63,000 a year"
Product Operations Associate - Esports,Underdog Fantasy,,"Brooklyn, NY ","$60,000 a year"
Spa Attendant,Arch Amenities Group,3.3,"New York, NY +1 location",$18 an hour
Front Desk Receptionist (PT),Paul Labrecque Salon and Spa,3.8,"New York, NY ",
"Personnel/Labor Relations Associate - HR, Office of Civil Service.",NYC Health + Hospitals,,"New York, NY ","$55,000 - $65,000 a year"
Billing Specialist,Seyfarth,3.6,"New York, NY ","$85,000 - $100,000 a year"
"Client Service Representative, Middletown Animal Clinic",Veterinary Innovative Partners,,"Bronx, NY ",
Assistant Buyer Development Program - 2023 Start Dates,Burlington Stores,3.2,"New York, NY ",
"Handyman, Residential Real Estate",Two Trees Management Co. LLC,,"New York, NY ",
Hiring Event for Team Leaders & Baristas!,Pret A Manger,3.3,"New York, NY ",$18 - $22 an hour
Facilities Coordinator,Talkiatry,4.2,"New York, NY ",$20 - $24 an hour
Executive Housekeeper,Alpine Global Management LLC,,"New York, NY ",
Medical Assistant,NYC Health + Hospitals,,"Manhasset, NY ",$26.56 an hour
Administrative Assistant,NexGen Agency,,"New York, NY ",
DISHWASHER (FULL-TIME),Restaurant Associates,3.8,"New York, NY +1 location",$18.50 an hour
"Relationship Banker - Upper Eastside, NY","JPMorgan Chase Bank, N.A.",3.8,"New York, NY ",
Assistant Property Manager,Confidential,,"Brooklyn, NY ","$60,000 - $70,000 a year"
Home Health Aide (HHA) - Home Care,ROYAL CARE INC.,,"New York, NY ",
Loss Prevention Officer,"Marriott International, Inc",4.1,"New York, NY ",
Customer Service Representative $17 hour,Raymour and Flanigan,3.7,"Brooklyn, NY +3 locations",
Front Desk Associate (Opening Shift) - East Village,Blink Fitness,3.3,"New York, NY +5 locations",
Unit Support Associate - Nursing Intensive Care - MSBI - Part Time Every Weeekend/Holidays 7am to 3:15pm,Mount Sinai,3.8,"New York, NY ",
Tax Administrative Assistant,Confidential,,"New York, NY ","$50,000 - $60,000 a year"
PW Service Supervisor - 100 Steuben,Greystar Real Estate Partners LLC,,"New York, NY ",
GU Sales Associate (Part-time and Full-time),UNIQLO,3.4,"New York, NY ",$17.50 an hour
F-02,Brosnan Risk Consultants,,"Queens, NY ",
Expert Bookkeeper (Front Office) - Work From Home - US,Intuit,4.2,"New York, NY ",
Customer Service Representative-1,VNS Health,3.6,"Manhattan, NY ",
"Program Manager, Apprenticeships",Google,4.3,"New York, NY ",
Garbage Helper,Waste removal,,"Brooklyn, NY ",
Dishwasher,Dave & Buster's,3.5,"New York, NY +6 locations",
"Nike Flatiron Retail Sales Associate Seasonal (""Athlete"")",Nike,4.1,"New York, NY ",$15 an hour
FINANCIAL RESEARCH ASSISTANT – MUTUAL FUNDS,"Value Line, Inc.",,"New York, NY ",$30 an hour
Houseman,The Marmara Park Avenue,,"New York, NY ",$18 - $20 an hour
Front Desk Patient Coordinator,MaxWell Medical,,"New York, NY ",
Spa Front Desk Associate - Weekend,Silver Mirror Facial Bar,,"New York, NY ",$16 - $17 an hour
Program Reviewer (4 positions),Fund For Public Health In New York Inc,4.2,"Long Island City, NY ",
Core Operations Associate,Chief,4.1,"New York, NY ",
"Stock Teammate, Seasonal Part-time 9am Shift, Starting Pay $16.75 per Hour!",Under Armour,3.8,"New York, NY +1 location",$16.75 an hour
CASHIER (FULL-TIME),Restaurant Associates,3.8,"New York, NY ",$17.50 an hour
Payroll Specialist,Donjon Marine Co. Inc.,3.2,"Hillside, NJ ","$75,000 a year"
Foremen/Supervisors,"Anjac Enterprises, Inc",,"Brooklyn, NY ",
Helper – The University Center,The New School,3.8,"New York, NY ",
Operations - Process Automation Specialist,HistoWiz,3.5,"Long Island City, NY ",
Dental Front desk 2 YEARS EXPERIENCE REQUIRED,Bway Smiles Orthodontics,,"New York, NY ",$20 - $28 an hour
Hudson At John F Kennedy Airport In Person Hiring Event 11/2 - Located in John F Kennedy International Airport,Hudson Group,3.2,"New York, NY ",
DeFi Degen,Hedge Labs,,"New York, NY ",
Administrative Assistant,Deutsche Bank,3.8,"New York, NY ",
Guest Service Agent,Hilton Garden Inn Tribeca,3.6,"New York, NY ",
Dental Receptionist/Assistant,Drs Dober & Kougentakis,,"New York, NY ",$16 - $25 an hour
Dishwasher NEEDED ASAP,Lucciola Italian Restaurant,,"New York, NY ",$16 - $17 an hour
"Seasonal Selling Associate - Handbags, Part Time, 59th Street",Bloomingdale’s,3.6,"New York, NY ",$15 - $19 an hour
Office Services Coordinator,Tishman Hotel & Realty,,"New York, NY ",$25 - $29 an hour
Surgical Coordinator,New York Health,,"Brooklyn, NY ",
Patient Care Technician / Full Time / Tour 3,NYC Health + Hospitals,3.8,"New York, NY ",
Assistant Preschool Teacher,Brooklyn Treehouse Preschool,,"Brooklyn, NY ",
Customer Support Associate,Drive Sally,,"Queens, NY ",$22 - $28 an hour
Desk Assistant,CBS Television Stations,3.9,"New York, NY ",
Commercial Cleaner / Janitorial Worker,Inter_IAM,,"New York, NY ",$18 an hour
Personal Assistant,Assistant to Professor,3.3,"New York, NY ",$25 an hour
Direct Support Professional (DSP) - All five Borough,AHRC New York City,3.6,"Jamaica, NY ",$15.00 - $17.92 an hour
Front Desk Associate,Suites by NYLO,,"New York, NY ","$45,000 - $55,000 a year"
Junior Project Manager,Confidential,,"New York, NY ",
Customer Service Representative,"Plaza Toyota, Honda, Kia",,"Brooklyn, NY ","$40,000 - $125,000 a year"
Merchant Cash Advance-Salary + Commission,INFUSION CAPITAL,,"New York, NY ","$80,000 - $450,000 a year"
Security Officer,Tishman Speyer,3.9,"New York, NY ",$21 - $23 an hour
Intake Specialist,Omicrown,,"New York, NY ",$25 - $75 an hour
Customer Support Agent - US,VanMoof,,"New York, NY ",$24 an hour
Tesla Advisor,Tesla,3.4,"New York, NY +4 locations",
Maintenance Manager,HELP USA,3.1,"Manhattan, NY ",
Collections Specialist,TF Cornerstone,3.9,"New York, NY ",
Sales Representative - General Construction,"Bellwood NY, Inc.",,"New York, NY ","$60,000 - $120,000 a year"
Entry-Level Cybersecurity Consultant: 2023,IBM,3.9,"New York, NY ",
Concierge,SBH Health System,3.2,"Bronx, NY ",
Account Manager,ADT Security Services,3.2,"Bronx, NY ","$85,967 - $148,030 a year"
Front Desk Agent,Aloft LGA Airport Hotel,,"East Elmhurst, NY ",$18 - $20 an hour
Customer Service Representative,New York University,4.2,"New York, NY ",
Business Development Associate (New York),ME Events Group,3.3,"New York, NY ",
Property Manager,Confidential,,"New York, NY ","$75,000 - $85,000 a year"
foundation and excavation worker,Labor To The Rescue,,"Brooklyn, NY ",
Janitorial & Maintenance Crew Member for Film Studio,Be Electric Studios LLC,,"Brooklyn, NY ",
Experienced Server,Pasta Louise,,"Brooklyn, NY ",$25 - $45 an hour
"House parents - Relocation Provided to Hershey, PA",Milton Hershey School,3.8,United States ,"$84,000 a year"
Team Member Full-Time,Dunkin' Donuts | Metro Franchising Commissary LLC,3.4,"Brooklyn, NY +22 locations",
Member Support Representative,Calibrate,,"New York, NY ",
Appeals Officer,US Internal Revenue Service,4.0,"New York, NY ","$111,521 - $168,506 a year"
BALENCIAGA Cashier | Mercer Street,Balenciaga,5.0,"New York, NY ",
Service Aide-Food Service,NYC Health + Hospitals,3.8,"New York, NY ",
Server,Houston's,3.4,"Hackensack, NJ ","$1,500 - $3,500 a week"
Janitorial Building Supervisor/Commercial Building - NYC,Alliance Building Services,3.3,"Manhattan, NY ","$70,000 - $80,000 a year"
Restaurant Captain/Server,Le Bilboquet,4.2,"New York, NY ",$350 - $450 a day
Order Picker,Manhattan Beer Distributors,3.6,"Ridgewood, NY ",
Medical Scribe,CityMD,,"New York, NY +7 locations",
Room Attendant,Ace Hotel Brooklyn,,"Brooklyn, NY ",$23.84 an hour
Seasonal Sales /Stock Associate,UGG/ Deckers Brand,,"New York, NY ",$17 - $18 an hour
Server,The Mermaid Inn,,"New York, NY ",$150 - $350 a day
Social Worker,New York Center for Rehabilitation and nursing,4.3,"Queens, NY ",$30 - $51 an hour
Home Health Aide - HHA (Private Pay $19/hr),Quality First Concierge,3.9,"Upper West Side, NY ",
Track Worker (A),Metropolitan Transportation Authority,4.0,"Queens, NY ",
Case Manager,Mermaid Manor Assisted Living,,"Brooklyn, NY ",$40 - $45 an hour
Human Resources Generalist,Viagem,3.0,"New York, NY ","$65,000 - $70,000 a year"
Document Reviewer and Editor,"Center for the Independence of the Disabled, New York",,"New York, NY ",$35 an hour
Sales/Shipping Associate,The UPS Store #0745,,"New York, NY ",
Distribution Assoc,Northwell Health,3.9,"New York, NY ",$23.04 - $24.30 an hour
Part Time Cleaner,New 42,,"New York, NY ",$18 an hour
Customer/ Patient Experience Coordinator- Contract,"Recora, Inc",,"New York, NY ",
PACKER/BAKING PREP,City Baking,,"Long Island City, NY ",
Remote Accountant (Virtual Bookkeeper PART-TIME) – Remote,Supporting Strategies,3.9,United States ,$27 - $35 an hour
Associate Sales Representative - Medical Device -no EXP required,RBL Medical Inc. (distributor for Smith + Nephew Orthopedics),,"New York, NY ","$65,000 - $70,000 a year"
Medical Receptionist,"Essex Gastroenterology Associates, LLC",,"Jersey City, NJ ",
NSPL Chat/SMS Counselor,Vibrant Emotional Health,,"New York, NY ",$25.28 an hour
"Concierge, Central Park Tower",Extell Development Company,3.9,"New York, NY ",$20.35 - $27.13 an hour
Payroll Operations Specialist,Wrapbook,,"New York, NY ",
Aerie - Stock Associate - US,American Eagle Outfitters,3.7,"New York, NY +2 locations",
Waiver Service Provider – Part – Time,Metropolitan Family Services,3.6,"Brooklyn, NY ",$20 - $22 an hour
Spanish speaker Front desk,PROJECT N-400 MULTISERVICE CORP,,"New York, NY ",$550 - $600 a week
Assistant Teacher,St. Joseph School - Yorkville,,"New York, NY ",$190 - $210 a day
Food Service Worker,Wegmans Food Markets,4.1,"New York, NY ",$16.50 - $17.50 an hour
"Caregiver Family Supports (Service Provider)- Queens, NY",SHG,3.1,"Queens, NY ",$35 an hour
Fragrance Sales Specialist,Bond No. 9 New York,,"New York, NY ",$21 - $30 an hour
Busser,Estiatorio Milos,3.2,"New York, NY ","$70,000 - $90,000 a year"
Part Time Sales Associate - Queens,Dr. Martens Airwair USA,4.0,"Elmhurst, NY ",$19 an hour
Asociado de Limpieza de Noche (Housekeeping),Hostelling International USA,3.4,"New York, NY ",$16 - $18 an hour
Research Coordinator,Fund For Public Health In New York Inc,4.2,"Long Island City, NY ",
Delivery Driver,Brooklyn Whiskers,,"Brooklyn, NY ",$25 an hour
Sales Associate: Women's Designer Shoes Virtual Hiring Event,Bloomingdale’s,3.6,"New York, NY ",$15 - $30 an hour
Valet Parking Manager,Paragon Honda,3.5,"Woodside, NY ",
Bakery Assistant,Wegmans Food Markets,4.1,"New York, NY ",$16.50 - $17.50 an hour
Part Time eBike Delivery Associate,URB-E,,"New York, NY ",$18 - $25 an hour
Aircraft Cabin Cleaner- EWR,PROSPECT AIRPORT SERVICES,,"Newark, NJ ",$18 an hour
Cleaner-General,"Marriott International, Inc",4.1,"New York, NY ",
"Seasonal Retail Merchandising Support Associate, Herald Square",Macy’s,3.6,"New York, NY ",$15.00 - $26.43 an hour
IT Support Technician,Stein IAS,,"New York, NY ",
Dental Front Desk Receptionist,Perfect Smile Braces,3.4,"Bronx, NY ",$18 - $25 an hour
Store Manager,The Stop & Shop Supermarket - Corporate,3.4,"Brooklyn, NY ","$61,200 - $137,000 a year"
Porter - Morris Avenue,Care for the Homeless,3.0,"New York, NY ",
Construction Worker,STRUCTURAL,3.5,"New York, NY ",$22 an hour
Scheduling Coordinator I-MSH,Mount Sinai,3.8,"New York, NY ",
Silk Screener,CUSTOM VILLAGE,,"New York, NY ",$21.40 - $41.42 an hour
Lot Attendant,Volvo Cars Manhattan,3.7,"New York, NY ",
PT Nanny Needed on the Upper West Side,A Nanny Match,,"New York, NY ",$27 - $33 an hour
Server,City Vineyard at Pier 26,,"New York, NY ",$15 an hour
Scheduling Dispatch Coordinator,Alliance Building Services,3.3,"Manhattan, NY ",$22 an hour
Automotive Sales Consultant,Alfa Romeo of Manhattan,3.0,"New York, NY ",
Agent + Casting Assistant,Collective Casting LLC,,"New York, NY ","$30,000 - $45,000 a year"
Dental Front Desk Coordinator,Midtown Dental Office,,"New York, NY ",
Patient Care Associate-Ambulatory Care Services,NYC Health + Hospitals,3.8,"New York, NY ",
Production Assistant,WarnerMedia,3.8,"New York, NY ",
Case Processing Clerk,United States District Court Northern District of Indiana,4.3,"Brooklyn, NY ","$41,597 a year"
Housekeeping Worker,NYU Langone Health,4.0,"Brooklyn, NY ",
Real Estate Salesperson,Keller Williams Realty,4.3,"Brooklyn, NY ","$45,455 - $250,000 a year"
"Foot Messenger -Avant Manhattan, NY",Avant Business Services Corp,,"New York, NY ",
Warehouse Associate,Rachel Comey,,"Brooklyn, NY ",$15 - $17 an hour
Food Runner | PLANTA Brooklyn,Planta Restaurants,,"Brooklyn, NY ",$10.50 an hour
Recruiter - No experience necessary! NYC,Meet Recruitment,,"New York, NY ",
QA Tester,"InterPrice Technologies, Inc.",,"New York, NY ",
Supply Assistant,New York University,4.2,"New York, NY +1 location",
Pro Se Writ Clerk,United States District Court Northern District of Indiana,4.3,"Brooklyn, NY ","$46,051 a year"
IT Help Desk,Xchange Telecom LLC,3.2,"Brooklyn, NY ",
Deputy Press Secretary,NYC Mayors Office,,"New York, NY ","$95,000 - $97,850 a year"
Porter/Dishwasher,Nobu Downtown,,"New York, NY ",$17 - $19 an hour
Models,The Underwear Expert,,"New York, NY ",
Housekeeper/Porter (Manhattan),"HOMES FOR THE HOMELESS, INC",,"New York, NY ",
Payroll Analyst,David Yurman,3.6,"New York, NY ",
Part-time Receptionist,Broker-Dealer,,"New York, NY ",
Social Media Marketing Assistant,Evergreen,3.6,"Brooklyn, NY ",$25 an hour
Wealth Management Trainee,Northwestern Mutual,3.8,"New York, NY ",
Grounds Maintenance Helper,"Twin Marquis, Inc.",,"Brooklyn, NY ",
Customer Success Manager - MassMarket (East),"Zoom Video Communications, Inc.",3.9,"New York, NY ",
Patient Chaperone,RMA of NY,3.1,"New York, NY ",$15 an hour
Cyber Intelligence Analyst - New York City office,National Cyber-Forensics & Training Alliance,3.1,"New York, NY ",
Preschool Teacher,Beanstalk Academy,,"Brooklyn, NY ","$55,000 - $75,000 a year"
Front Desk Receptionist,Swiss Post Solutions,3.2,"New York, NY ",
Live-in Travel Nanny Needed,A Nanny Match,,"New York, NY ","$90,000 - $109,000 a year"
NYCFC Coach Mentorship Program,New York City FC,5.0,"New York, NY ",
Human Resources Partner,WEST SIDE FED SR.SUP,,"New York, NY ","$85,000 - $110,000 a year"
CALL CENTER OPERATOR/ PATIENT RELATIONS REPRESENTATIVE,"Long Island Plastic Surgical Group, PC",,"Brooklyn, NY ",
Security Officer-JFK & LGA AIRPORT,PaxAssist-Nitro Security,,"Jamaica, NY ",$17 - $20 an hour
Porters/Dishwashers Wanted - Daytime Cafe in Tribeca!,Bluestone Lane,,"New York, NY ",$17 an hour
Canarsie FedEx Terminal is Hiring Delivery Drivers ! APPLY NOW,Fedex Ground,,"Brooklyn, NY ",$125 - $250 a day
Temporary Custodian,Danuvial Service Solutions,,"Brooklyn, NY ",$22 an hour
Account Manager (Remote),Mobile Health,3.1,"New York, NY ",
Expert Bookkeeper (Back Office) - Work From Home - US,Intuit,4.2,"New York, NY ",
Spanish Speaking Working Capital Specialist,CAPIFINDERS CORP,,"New York, NY ",
Security Officer,BronxCare Health System,,"Bronx, NY ","$41,500 - $50,000 a year"
Inspector General OIG-NYPD - 549686,NYC Department of Investigation,,"New York, NY ","$170,000 - $200,000 a year"
Security Systems Coordinator,Mulligan Security,3.7,"New York, NY ","$60,000 - $80,000 a year"
